PropertyName,Bedrooms,AuthornuniqueRent,AuthornuniqueSale,PricecountRent,PricecountSale,PricemeanRent,PricemeanSale,PricemedianRent,PricemedianSale,PricestdRent,PricestdSale,SqftmeanRent,SqftmeanSale,SqftstdRent,SqftstdSale,BreakEven
Camellia Serviced Suites,3,7,3,14,3,4092.8571428571427,1266666.6666666667,4050.0,1200000.0,671.9252313193161,160727.5126832159,1417.7142857142858,1412.6666666666667,4.8107023544236425,10.969655114602872,0.8353960396039604
Camellia Serviced Suites,4,9,3,12,3,4033.3333333333335,1130000.0,4000.0,1090000.0,267.42316936860857,153948.04318340652,1418.9166666666667,1443.0,8.846759379295476,41.569219381653056,0.9083477155054955
Carlton @ Plaza Damas 3,1,5,5,5,5,1560.0,400597.6,1400.0,419988.0,260.76809620810593,91796.96960575551,596.0,582.0,2.23606797749979,29.068883707497257,0.8251060827103311
Carlton @ Plaza Damas 3,Studio,18,24,24,25,1449.9583333333333,352671.2,1400.0,350000.0,204.80117169473476,49215.97025018065,523.7083333333334,529.16,50.16536061663566,47.26845318673616,0.9900990099009901
Casa Desa Condominium,3,16,12,24,13,1824.9583333333333,646598.1538461539,1800.0,620000.0,112.33702365675342,69077.57827477518,1110.9166666666667,1232.3846153846155,17.82015631285242,141.28843928971355,0.7186202491216864
Casa Green @ Bukit Jalil,3,63,24,163,44,1755.3926380368098,540131.25,1700.0,539944.0,316.1746750305155,28422.907204564828,947.7975460122699,1002.9090909090909,83.37452015588894,0.675765950200475,0.7793254100571926
Casa Green @ Bukit Jalil,4,4,1,4,1,1937.5,549999.0,1950.0,549999.0,75.0,,925.0,1003.0,49.999999999999986,,0.8775893543928854
Casa Idaman,3,28,51,44,117,1473.8181818181818,365017.094017094,1500.0,350000.0,129.25012216759518,39346.161120632074,1060.4318181818182,1018.2820512820513,70.59000447302054,41.4129427865097,1.0608203677510608
Casa Idaman,4,2,13,2,15,1449.5,444566.6666666667,1449.5,450000.0,212.83914113715082,37010.069414893536,1131.5,1181.2,70.0035713374682,0.774596669241494,0.7973047304730474
Casa Kiara 1,3,24,15,82,48,2434.0731707317073,676500.0,2500.0,675000.0,236.945729082765,47235.940157396995,1259.5853658536585,1253.7083333333333,20.197757618791787,19.875097573247263,0.9167583425009168
Casa Kiara 1,4,2,5,4,12,2400.0,713000.0,2400.0,715000.0,230.9401076758503,42276.1484441609,1264.0,1254.1666666666667,4.618802153517006,15.695009822658072,0.8308523160008309
Casa Kiara 2,3,7,12,16,28,3200.0,921142.8571428572,3200.0,914000.0,199.99999999999997,74111.88452988786,1478.75,1494.4285714285713,76.99653671865161,69.9096923134774,0.8666074484910198
Casa Kiara 2,4,3,8,8,22,3225.0,929717.0909090909,3250.0,890000.0,296.4070560178061,97959.32495582473,1475.5,1479.0,69.94487625470299,76.74819681455527,0.903882523083769
Casa Magna,3,27,7,45,7,1172.2222222222222,350142.85714285716,1200.0,338000.0,83.63581466662171,59529.904449860514,986.6,996.1428571428571,33.127439875838185,132.12169714752702,0.8787861034624171
Casa Mutiara,1,1,1,1,3,1800.0,343333.0,1800.0,349999.0,,11546.71671948351,475.0,441.6666666666667,,37.52776749732567,1.2729880784100687
Casa Mutiara,2,3,3,4,3,1975.0,463333.3333333333,1900.0,460000.0,236.2907813126304,15275.25231651946,656.0,740.0,181.3945974939717,0.0,1.0223848471803703
Casa Mutiara,3,1,2,1,3,2000.0,536666.6666666666,2000.0,550000.0,,23094.010767585038,825.0,908.3333333333334,,72.16878364870321,0.9000900090009001
Casa Mutiara,Studio,14,8,23,16,1408.695652173913,352187.5,1400.0,360000.0,119.32782757924744,57357.61356030543,434.3478260869565,441.1875,41.78691475880084,103.90330039673107,0.9625962596259625
Casa Prima Condominium,3,16,32,22,62,1274.8636363636363,393161.29032258067,1299.0,400000.0,127.91414362191594,38758.26450139679,1202.7272727272727,1145.3225806451612,82.29921125478766,141.27890961296316,0.8038366336633663
Casa Residency,2,16,13,57,22,2161.40350877193,717636.3636363636,2200.0,704000.0,176.02189998174367,101859.63519169544,738.4035087719299,776.5,45.69888231249786,109.06605687336808,0.7735148514851485
Casa Residency,3,11,12,37,12,2856.7567567567567,883916.6666666666,2800.0,874500.0,265.1420379726691,147232.3200272483,1032.6756756756756,1046.1666666666667,23.14213815874756,26.994387744436242,0.792532083397019
Casa Ria (Cheras),3,8,27,9,38,1650.0,414789.44736842107,1600.0,412500.0,143.61406616345064,33872.728953250844,1121.5555555555557,1071.578947368421,96.15106748121818,111.90117058029557,0.9600960096009601
Casa Vista,2,3,3,3,3,4033.3333333333335,1100000.0,2600.0,1100000.0,2569.695182961071,0.0,1193.3333333333333,1112.6666666666667,90.18499505645786,10.969655114602922,0.585058505850585
Casa Vista,3,15,8,16,9,2868.6875,900133.3333333334,2899.5,980000.0,217.45703598642194,217793.57198962508,1156.875,1229.3333333333333,69.25496372102148,51.01715397785338,0.7323449181652858
Cascadium,2,8,2,10,4,2850.0,1162500.0,2800.0,1050000.0,494.97474683058334,225000.0,2334.7,1305.5,3596.0532084186093,265.0,0.6600660066006601
Cendana Apartment,3,7,21,7,26,1022.8571428571429,227230.76923076922,1000.0,225000.0,53.45224838248489,16339.663870000977,707.1428571428571,632.6153846153846,100.74129999066683,14.358487171222244,1.1001100110011002
Cengal Condominium,3,27,33,49,36,1447.9183673469388,365219.4166666667,1500.0,359999.5,154.37978558502698,31569.10190529883,930.8979591836735,896.6388888888889,64.90963105796885,75.36810722912965,1.031354567750431
Central Residence @ Sg Besi,1,7,5,7,6,1328.5714285714287,376000.0,1300.0,374500.0,125.35663410560173,51803.47478692911,591.4285714285714,667.8333333333334,69.92342750670704,81.487217811548,0.859231450514878
Central Residence @ Sg Besi,2,47,21,74,36,1622.3918918918919,365572.22222222225,1600.0,324000.0,194.68624688939525,75572.04551613024,926.9594594594595,738.8333333333334,960.2840966501299,82.36174562779219,1.222344456667889
Central Residence @ Sg Besi,3,23,11,35,21,1731.4,550857.1428571428,1600.0,550000.0,319.9490952158043,87734.42067642882,1074.2571428571428,1018.2380952380952,66.25944676583327,107.52855656145712,0.72007200720072
Central Residence @ Sg Besi,Studio,2,3,2,3,1300.0,399000.0,1300.0,399000.0,0.0,0.0,565.0,565.0,0.0,0.0,0.8064716246060696
Ceriaan Kiara,3,13,19,33,30,3387.878787878788,873700.0,3400.0,900000.0,372.28817446768954,148468.71259861338,2119.3333333333335,1964.3666666666666,486.5880358852514,334.76893558077495,0.935093509350935
Ceriaan Kiara,4,15,28,27,34,3748.1481481481483,1006450.9705882353,3800.0,930000.0,409.850226274438,411611.5049838375,2244.037037037037,2189.970588235294,349.41582913832286,746.8222572722505,1.0113914617268178
Changkat View Condominium,2,1,4,1,5,2000.0,448402.0,2000.0,457900.0,,43544.04115375605,1100.0,1050.4,,27.727242920997412,1.0811301702347564
Changkat View Condominium,3,23,51,42,170,1486.8809523809523,469794.1176470588,1500.0,468000.0,182.53448753738078,31285.45743392579,1106.2380952380952,1157.8882352941177,44.8633749933683,759.4787330890966,0.7933485656257933
Changkat View Condominium,4,2,5,2,5,2900.0,900000.0,2900.0,890000.0,0.0,48476.79857416328,2111.0,2111.0,0.0,0.0,0.8065413282901324
Chelsea @ Plaza Damas 3,1,7,5,7,5,1578.5714285714287,401600.0,1600.0,400000.0,140.9998311380279,30826.93627333083,583.5714285714286,577.0,36.93623849670827,43.09872387901989,0.9900990099009901
Chelsea @ Plaza Damas 3,Studio,13,8,21,13,18745.238095238095,371923.07692307694,1500.0,360000.0,79337.19163286836,45439.44970775493,519.8095238095239,519.6153846153846,41.18570024610367,43.033975843780425,1.0313531353135315
Cheras Heights,4,1,1,1,2,1700.0,559000.0,1700.0,559000.0,,0.0,1477.0,1602.0,,0.0,0.7527586390123807
Cheras Heights Condominium @ Taman Bukit Cheras,3,6,4,6,5,1866.6666666666667,567400.0,1900.0,600000.0,163.2993161855452,130701.18591657844,1462.0,1336.6,33.370645783382756,261.9251801564714,0.7838283828382838
Cheras Heights Condominium @ Taman Bukit Cheras,4,1,4,2,6,1600.0,839666.6666666666,1600.0,839500.0,0.0,235644.36480991152,1394.0,2132.1666666666665,0.0,675.1134472565826,0.4717565264566957
Cheras Ria Apartment,3,5,12,5,12,728.0,148750.0,750.0,145000.0,73.62064927722385,18950.293833174102,592.0,573.3333333333334,34.92849839314596,8.616404368553296,1.280300443837487
Chymes @ Gurney,2,5,9,5,9,1920.0,557777.7777777778,1900.0,490000.0,286.35642126552705,134073.46659367188,876.6,838.4444444444445,141.12157878935454,125.37255591945862,0.959789856536674
Chymes @ Gurney,3,16,6,20,6,2529.95,743966.6666666666,2500.0,750000.0,371.530330985379,86989.69287603369,1310.65,1251.0,138.7080519804475,127.39858711932406,0.8250825082508252
City Gardens,3,3,3,12,8,2366.6666666666665,614375.0,2400.0,550000.0,386.90692640087195,152957.45206709328,1217.5833333333333,1432.75,38.55446757117738,483.91137027942864,1.08010801080108
City Gardens Condominium,3,13,8,20,21,2237.5,538238.0952380953,2250.0,520000.0,295.08027453737503,77221.69692638512,1280.0,1291.7142857142858,157.61378513048246,176.44493272892333,1.0710205635948211
City Gardens Condominium,4,3,1,3,1,4800.0,1800000.0,5500.0,1800000.0,1757.8395831246946,,2350.0,2650.0,563.4713834792323,,0.7563256325632565
Clearwater Residences,1,3,2,4,4,3400.0,1029500.0,3450.0,955000.0,316.22776601683796,174320.5858946862,996.25,912.5,5.49999999999999,99.88159656980525,0.8941993675807371
Clearwater Residences,2,5,7,8,15,4873.5,1570416.6666666667,4900.0,1600000.0,1273.3827838814668,253869.9692943689,1418.0,1531.0666666666666,276.20954778159694,230.74304405756718,0.7580445544554455
Clearwater Residences,3,1,5,1,8,6500.0,2221250.0,6500.0,2019000.0,,679812.1568282143,1740.0,2058.0,,541.6134625885354,0.7968850376865324
Cliveden @ Plaza Damas 3,Studio,8,6,12,6,1412.5,366833.3333333333,1350.0,376500.0,215.45406597568444,34850.63366234058,504.5833333333333,505.8333333333333,28.560807008375946,21.77536834743942,0.8875389530984972
Cloud Tree @ Cheras,3,13,23,17,55,1691.1176470588234,589319.1272727273,1700.0,588888.0,178.70362417734466,62378.58857102437,1173.0,1195.6909090909091,163.5294316017762,140.18293243278418,0.7145536659057763
Cloud Tree @ Cheras,4,3,11,4,14,1825.0,670642.8571428572,1650.0,634000.0,457.34742446707475,102769.05186863418,1326.75,1412.2142857142858,115.5,174.53286160554345,0.6441890245806915
Concerto North Kiara,3,7,15,24,129,3862.5,1131395.3488372094,3800.0,1100000.0,398.70714980339625,111002.1409284419,1794.75,1874.953488372093,126.88586106864085,153.18554213687224,0.8550855085508551
Concerto North Kiara,4,14,16,90,111,3848.3333333333335,1216259.4864864864,3800.0,1190000.0,492.0405802210522,145741.90393898787,1940.7333333333333,1954.027027027027,216.44382201829566,235.07973345459,0.7904151759713787
Connaught Avenue,2,1,1,1,1,1300.0,400000.0,1300.0,400000.0,,,950.0,720.0,,,0.8044554455445545
Connaught Avenue,3,64,22,112,51,1347.5982142857142,347764.70588235295,1300.0,345000.0,182.4325846023961,23987.98718966985,954.2232142857143,952.4313725490196,33.07804307572371,17.942413329271865,0.9327019658487589
Contessa,2,1,1,1,1,2650.0,1180000.0,2650.0,1180000.0,,,1560.0,1571.0,,,0.555881859372378
Continental Heights,3,1,2,1,2,1700.0,590000.0,1700.0,590000.0,,14142.13562373095,1356.0,1358.0,,0.0,0.7132069139117302
Continental Heights,4,1,6,1,19,1600.0,512894.7368421053,1600.0,499000.0,,33045.246316127945,1350.0,1367.4736842105262,,41.294832096701114,0.7936665410027977
Corinthian Condominium,3,37,16,72,19,3228.847222222222,1256263.1578947369,3200.0,1200000.0,651.7094241403157,390124.8862871796,1588.1944444444443,1701.157894736842,148.09510066825487,504.2848911696525,0.6600660066006601
Corinthian Condominium,5,2,2,3,2,6666.666666666667,3000000.0,7000.0,3000000.0,577.3502691896257,0.0,4181.666666666667,4123.0,50.806823688687004,0.0,0.5775577557755776
Cormar Suite,1,5,20,6,51,2163.3333333333335,694594.8823529412,2090.0,657000.0,299.44392908634273,105606.0881753788,755.6666666666666,637.9411764705883,137.83855290399222,68.50296687434955,0.7874075078740751
Cormar Suite,2,4,2,5,2,2913.8,1300000.0,2800.0,1300000.0,393.69175759723504,353553.39059327374,972.0,943.0,185.2079911882854,89.09545442950498,0.5331302361005331
Cormar Suite,Studio,3,5,9,6,1882.111111111111,593682.8333333334,1908.0,570000.0,81.19489584395751,45110.215784971224,612.5555555555555,455.3333333333333,43.52617347961768,28.69610891160449,0.8285565398645127
Covillea @ Bukit Jalil,3,8,3,16,5,3100.0,945000.0,3100.0,875000.0,216.02468994692867,102164.08370851274,1323.6875,1596.6,54.475338456956806,420.2484979152216,0.8769448373408769
Covillea @ Bukit Jalil,4,16,11,47,27,2997.872340425532,952011.8518518518,3100.0,938888.0,280.9064223747117,99176.58384599576,1391.531914893617,1476.148148148148,106.82326954282331,177.21666523988776,0.8172718499685451
Crescent Court,3,2,1,2,2,2200.0,725000.0,2200.0,725000.0,0.0,35355.33905932738,1550.0,1575.0,70.71067811865476,35.35533905932738,0.7511095937179925
Crescent Court,4,1,4,1,4,2100.0,715000.0,2100.0,685000.0,,63508.52961085882,1600.0,1530.25,,88.80831417534435,0.7588350075883501
Crest Luxury Residences,2,2,17,3,25,2050.0,481120.0,2000.0,463500.0,132.28756555322954,49899.95824981553,1000.6666666666666,838.72,86.02519010925423,18.600000000000005,1.0680679718457282
Crest Luxury Residences,3,3,7,9,8,2833.3333333333335,871625.0,2700.0,900000.0,587.3670062235366,106896.39510158556,1286.0,1182.5,270.57900879410437,1.4142135623730876,0.7425742574257426
Crown Regency,3,8,12,13,29,3153.846153846154,895517.2413793104,3000.0,850000.0,510.90668524265857,121017.59632668983,1441.3076923076924,1421.1724137931035,231.24459799650262,54.759910365624535,0.8736167734420501
D'Mayang,2,13,4,21,6,2957.1428571428573,993333.3333333334,3000.0,960000.0,247.63163887401095,122583.30500792785,1147.6190476190477,1140.6666666666667,17.861904127153355,10.801234497346442,0.7735148514851485
D'Mayang,3,3,5,4,6,4650.0,1536666.6666666667,4750.0,1525000.0,810.3497187428811,121928.9410544792,1636.5,1688.6666666666667,29.546573405388315,210.49243850235254,0.7709787372179842
D'Mayang,4,1,1,1,1,4000.0,1550000.0,4000.0,1550000.0,,,1673.0,1630.0,,,0.6387735547748323
D'Sands Residence @ Old Klang Road,2,13,22,26,32,1697.6153846153845,534375.0,1700.0,543000.0,185.43960244199766,36122.32800699816,816.2307692307693,752.625,69.83254696332232,53.69552753646576,0.7749393723902778
D'Sands Residence @ Old Klang Road,3,21,19,54,24,15513.87037037037,659833.3333333334,2200.0,700000.0,97538.87063696106,96755.48143855104,1048.611111111111,1056.4583333333333,132.94805577589767,61.91015872716839,0.7779349363507779
D'Suria Condominium @ Duta Suria,3,2,2,4,6,1700.0,583333.3333333334,1700.0,530000.0,115.47005383792515,106708.32519848987,1060.0,1196.0,0.0,105.34514701684172,0.7939473192602279
D'Suria Condominium @ Duta Suria,4,2,9,6,20,2666.6666666666665,737800.0,1800.0,632500.0,1420.7978978963429,208772.25062631993,1593.6666666666667,1657.7,510.7174039198847,501.1259007685121,0.7044182679137478
DC Residensi @ Damansara Heights,1,6,7,8,9,5187.5,1498850.111111111,5400.0,1500000.0,454.933276112317,248031.25269633083,1129.375,992.1111111111111,91.75111910567006,132.34088979265294,0.8910891089108911
DC Residensi @ Damansara Heights,2,11,14,17,17,5858.823529411765,1874710.8823529412,5500.0,1720000.0,1340.7361893421707,480217.53330273175,1267.3529411764705,1381.0,253.26689015159252,298.8333565718527,0.7915035689615473
DC Residensi @ Damansara Heights,3,4,9,4,11,8075.0,2714365.4545454546,7400.0,2530000.0,3058.7306735528928,1094530.3089121254,2136.5,1839.3636363636363,563.6846044849312,427.8862635624735,0.7239854420224631
DC Residensi @ Damansara Heights,4,6,8,12,8,10550.0,3254875.0,9000.0,2756500.0,3216.8589988033077,1064163.4457571423,2366.25,2263.0,555.7746641155273,641.698416035802,0.808170786242419
DC Residensi @ Damansara Heights,5,1,8,1,11,12000.0,6910574.545454546,12000.0,7650000.0,,2016811.4515559634,2703.0,3821.2727272727275,,755.7609530677132,0.3882741215298
DEX Suites 1.0 (Tower A) @ Kiara East,2,8,7,12,8,1595.8333333333333,425375.0,1600.0,422500.0,68.94771844512245,25628.876013479123,699.0,698.75,5.13455318052471,5.9701639125619606,0.9373718436932451
DEX Suites 1.0 (Tower A) @ Kiara East,3,2,1,2,1,1750.0,550000.0,1750.0,550000.0,70.71067811865476,,911.0,911.0,0.0,,0.7875787578757876
Dahlia Apartment (Sri Rampai),3,1,1,1,1,1150.0,395000.0,1150.0,395000.0,,,900.0,862.0,,,0.7206416844216067
Damai 33,4,2,3,3,3,11333.333333333334,3650000.0,12000.0,3600000.0,1154.7005383792514,86602.54037844387,4948.0,5000.0,90.06664199358161,0.0,0.8250825082508252
Damai 88,2,11,7,12,8,3150.0,1133500.0,3000.0,1050000.0,300.0,237830.67205772383,878.8333333333334,997.5,52.82876856296001,147.2121889363397,0.7072135785007072
Damai 88,3,1,6,1,6,5500.0,1770000.0,5500.0,1640000.0,,360610.5932997532,1446.0,1474.1666666666667,,68.99396108839284,0.8301134991547936
Damai Residence @ Sungai Besi,2,47,7,93,7,1608.9569892473119,451985.71428571426,1600.0,445000.0,126.3035434439154,32923.16451838679,694.5483870967741,722.1428571428571,6.049642693423515,78.83829139749409,0.8899766381132496
Damai Residence @ Sungai Besi,3,31,11,72,24,1865.2083333333333,504713.5,1850.0,517000.0,230.3350858218595,113783.77347025558,932.9305555555555,929.875,33.330748139188216,59.91175576012498,0.8857268705593964
Damansara City Residency,1,2,4,3,10,3000.0,1271005.0,3000.0,1350000.0,0.0,199363.40415599514,904.0,904.0,0.0,0.0,0.5500550055005501
Damansara City Residency,2,3,4,8,6,5000.0,1944675.0,5000.0,1959350.0,267.2612419124244,307881.3663572383,1294.375,1257.5,230.9909939493622,201.44254764076032,0.6316501709119032
Damansara City Residency,3,2,6,6,15,8516.666666666666,2457963.3333333335,8050.0,2484550.0,2213.9707917374762,252226.00584358769,1992.8333333333333,1804.3333333333333,347.41929518474745,140.955244501157,0.8019859763038548
Damansara City Residency,4,1,4,1,15,12000.0,4054906.6666666665,12000.0,4462000.0,,1059631.9114718675,2982.0,2576.6,,455.0514570589008,0.6656873665851569
Damansara Sutera,3,2,3,3,4,1166.6666666666667,338750.0,1300.0,337500.0,230.9401076758503,4787.13553878169,888.3333333333334,850.0,36.170890690351186,0.0,0.9534286762009535
Damansara Villa,3,1,5,1,5,2800.0,1002000.0,2800.0,1080000.0,,198166.5965797465,1500.0,1823.0,,221.9493185391656,0.6417308397506417
Danau Impian Kondominium,3,33,23,47,36,1422.9574468085107,355749.94444444444,1400.0,350000.0,163.20365477669284,31012.832828588373,948.7021276595744,923.1388888888889,62.61681774842821,9.862346222673082,0.9900990099009901
Danau Kota Flat,3,6,21,24,93,885.0,175461.51612903227,900.0,170000.0,66.20127412408443,10718.430754518638,701.0,700.483870967742,2.7026556987687016,10.7436663882229,1.310425160163075
Danau Murni,3,18,47,28,62,1126.7857142857142,275112.9032258064,1100.0,260000.0,118.22933055369384,26587.99484958632,773.9285714285714,718.016129032258,61.74075343661296,12.688567121217245,1.0472201066260471
Danau Permai Condominiums,1,12,3,20,3,1587.5,516333.3333333333,1650.0,540000.0,98.50861570655151,59163.61494477272,664.6,803.0,17.132302515239566,205.2973453311075,0.7563256325632565
Danau Permai Condominiums,2,8,4,13,6,1871.5384615384614,519333.3333333333,1800.0,522500.0,317.85337693780957,31734.313710346196,1010.3076923076923,1034.6666666666667,118.27044193667933,17.095808453146194,0.8527168506324317
Danau Permai Condominiums,3,9,5,14,9,2196.4285714285716,618555.5555555555,2200.0,618000.0,237.34451243375645,21581.88540831819,1226.4285714285713,1248.3333333333333,59.94961254216783,4.636809247747853,0.8811560767727259
De Tropicana,2,1,1,1,1,1300.0,300000.0,1300.0,300000.0,,,969.0,969.0,,,1.0726072607260726
De Tropicana,3,28,26,29,29,1549.8620689655172,320517.2068965517,1700.0,320000.0,266.5388907749983,30528.231907272922,1095.655172413793,1052.344827586207,88.08205422140242,81.83837549972199,1.3149752475247525
Dedaun,3,4,10,5,10,11380.0,3436300.0,8800.0,2980000.0,5938.18153983187,1559004.386708959,3934.2,4319.2,1552.2783899803542,1361.8133988668687,0.7309455777792544
Dedaun,4,2,20,3,46,11000.0,2151208.695652174,11000.0,1700000.0,0.0,1222627.1554550221,3628.0,3365.782608695652,0.0,853.9026203403727,1.6016307513104253
Denai Sutera,3,2,13,3,18,2116.6666666666665,726611.0555555555,2200.0,705000.0,144.33756729740648,132122.5792256268,1247.0,1189.611111111111,91.7986928011505,149.9188560478395,0.7724176672986448
Desa Angkasa,2,18,7,25,11,3216.0,1163545.4545454546,3100.0,1250000.0,457.05579528105744,189468.39506174304,1340.28,1356.2727272727273,144.27910451621193,103.73050747884241,0.6138613861386139
Desa Angkasa,3,2,5,3,5,4700.0,1525600.0,4700.0,1600000.0,100.0,228816.08335079945,1919.6666666666667,2073.4,52.252591642265315,778.7729450873342,0.7271039603960396
Desa Angkasa,4,3,2,3,3,4900.0,2020000.0,4500.0,1580000.0,964.3650760992955,841249.0713219242,1966.6666666666667,2815.0,57.73502691896261,1411.621408168635,0.704975560847224
Desa Bangsar Ria,3,1,3,1,3,4600.0,2049333.3333333333,4600.0,1998000.0,,278570.15872726444,2000.0,1869.3333333333333,,113.2313266429981,0.5698768075005698
Desa Bangsar Ria,4,1,2,1,2,6000.0,2375000.0,6000.0,2375000.0,,1166726.1889578034,2070.0,2404.0,,842.8712831743646,0.6253256904637832
Desa Damansara,2,1,1,1,4,3600.0,1245000.0,3600.0,1300000.0,,168424.06795546378,1280.0,1374.5,,154.4592718701816,0.6854531607006854
Desa Damansara,3,2,9,2,12,4800.0,1754166.6666666667,4800.0,1525000.0,1697.0562748477141,661079.8099711677,1740.0,1889.5,650.5382386916237,720.859020386599,0.7790943028729103
Desa Damansara,4,2,5,2,5,7900.0,8910000.0,7900.0,2650000.0,141.4213562373095,14493162.180835485,3600.0,2813.4,0.0,814.7532141697877,0.737903979077153
Desa Damansara,5,2,5,2,5,8000.0,3710000.0,8000.0,3600000.0,0.0,809629.5449154509,3600.0,3720.0,0.0,794.9842765740716,0.5500550055005501
Desa Dua Aman Puri,3,33,19,58,27,961.3275862068965,275074.0740740741,900.0,270000.0,158.7152794390153,17991.292607442345,847.051724137931,840.7777777777778,18.994387364723373,19.927432451336124,0.8250825082508252
Desa Eight,4,1,1,1,1,9000.0,3000000.0,9000.0,3000000.0,,,3728.0,3729.0,,,0.7425742574257426
Desa Gembira,3,15,35,17,41,1479.2941176470588,400414.6341463415,1500.0,410000.0,191.37880130316233,61861.93321007523,1290.4117647058824,1247.0975609756097,72.53883341315313,56.61528277684779,0.9055783627143202
Desa Green Serviced Apartments,1,17,11,114,45,1481.578947368421,418333.3333333333,1500.0,400000.0,104.59850713302458,30864.07149244748,604.9473684210526,578.1333333333333,164.30819531024872,0.5045249791095087,0.9282178217821783
Desa Green Serviced Apartments,2,26,24,309,108,1650.0,484861.0833333333,1600.0,480000.0,189.32552877030565,39789.02608258296,693.252427184466,703.2222222222222,52.28922782335172,35.39769603710393,0.8250825082508252
Desa Green Serviced Apartments,3,34,25,282,150,1940.4148936170213,569000.0,2000.0,550000.0,273.4802357581705,38542.22821406022,935.5957446808511,937.92,2.5153725898047394,8.372630386999976,0.9000900090009001
Desa Kiara,3,10,17,19,19,1882.842105263158,513684.1052631579,1850.0,530000.0,166.10112821808778,45241.45714434781,1275.157894736842,1268.9473684210527,89.14361892654814,69.25594533982103,0.8640014944890716
Desa Kiara,4,4,2,4,2,1999.75,481500.0,2000.0,481500.0,82.05841415317096,19091.883092036784,1397.25,1336.0,81.83469109532132,14.142135623730951,1.0281401971972897
Desa Kudalari,1,9,1,16,1,2281.25,1200000.0,2350.0,1200000.0,280.9952550014561,,827.75,830.0,52.021149545160974,,0.4847359735973597
Desa Kudalari,2,2,1,5,2,4160.0,1550000.0,4000.0,1550000.0,1244.1864811996631,0.0,1700.0,1280.0,430.11626335213134,0.0,0.6387735547748323
Desa Kudalari,3,10,1,15,3,4120.0,2453333.3333333335,4000.0,2450000.0,782.1216565946028,5773.502691896291,2178.4,2205.0,100.30083321118094,4.358898943540674,0.404122044857547
Desa Pandan Baiduri Block G Apartment,3,2,14,2,17,1400.0,339000.0,1400.0,335000.0,424.26406871192853,36972.9630946723,825.0,938.3529411764706,176.7766952966369,24.791483357371398,1.034431801389094
Desa Pandan Delima Block J Apartment,3,2,7,3,10,1433.3333333333333,318900.0,1300.0,310000.0,321.45502536643187,24218.67965939606,1000.0,950.0,0.0,0.0,1.0380070265091024
Desa Permai,3,7,11,7,15,1885.7142857142858,616400.0,1900.0,620000.0,273.4262327610589,33999.579829336544,1180.4285714285713,1183.6,83.85673724246837,66.40546449115249,0.7585435962951134
Desa Petaling Flat,2,1,4,1,4,700.0,154500.0,700.0,154000.0,,23402.279091290802,550.0,556.5,,42.688796344396174,1.125112511251125
Desa Petaling Flat,3,1,1,1,1,900.0,265000.0,900.0,265000.0,,,850.0,850.0,,,0.8406501027461236
Desa Putra (Wangsa Maju),3,15,16,52,62,2378.846153846154,627516.1290322581,2400.0,630000.0,243.8148915826637,31219.86648687799,1286.8461538461538,1318.0645161290322,49.691355075412964,82.31205536225391,0.9429514380009429
Desa Putra (Wangsa Maju),4,45,18,250,62,2576.76,649838.7096774194,2600.0,650000.0,203.63548818463053,50187.907089057866,1295.176,1289.8064516129032,58.24433564337506,33.46877120867947,0.9900990099009901
"Desa Satu, Kepong",3,13,33,41,60,625.609756097561,151449.98333333334,600.0,145000.0,52.585586451412944,15244.255879012333,655.0487804878048,647.4666666666667,2.974484993340812,17.544584046894105,1.0242403550699897
Desa Sri Puteri,2,1,7,3,7,650.0,138571.42857142858,650.0,130000.0,0.0,13902.72326868784,610.0,600.7142857142857,0.0,13.707835784862674,1.2376237623762376
Desa Sri Puteri,3,2,2,4,3,862.5,259000.0,875.0,249000.0,47.871355387816905,18193.405398660252,837.0,830.3333333333334,13.416407864998739,1.154700538379268,0.8698158972523758
Desa Sri Puteri B Apartments,3,2,4,2,4,875.0,264000.0,875.0,264000.0,35.35533905932738,4618.802153516997,870.5,832.25,28.991378028648448,2.4999999999999907,0.8203945394539454
Desa Tun Razak Apartment,2,8,12,10,14,850.0,187857.14285714287,825.0,187000.0,102.74023338281629,10953.44794929989,693.0,656.0714285714286,65.62519841239848,15.764928386547364,1.0920209668025627
Desa View Towers Apartment,3,3,5,3,9,1083.0,250666.66666666666,999.0,240000.0,236.46775678726266,25004.99950009997,1030.0,913.6666666666666,233.82685902179844,53.401778996583985,1.030321782178218
Desa View Towers Apartment,4,7,2,7,2,1371.4285714285713,320000.0,1400.0,320000.0,125.35663410560176,0.0,1264.2857142857142,1100.0,94.4911182523068,0.0,1.082920792079208
Desa Villa,2,6,1,7,2,1656.7142857142858,650000.0,1700.0,650000.0,53.98677086630972,0.0,1098.2857142857142,1150.0,0.7559289460184803,0.0,0.6473724295506474
Desa Villa,3,8,19,10,29,2084.9,613517.2413793104,1950.0,595000.0,507.5453893221988,113796.37851683506,1196.2,1206.3793103448277,48.60224046047445,177.877850101271,0.8112155753390465
Desarina Condominium,3,1,9,1,9,1900.0,503333.22222222225,1900.0,500000.0,,10000.041672135389,1270.0,1304.111111111111,,12.333333333333337,0.9405940594059405
Desarina Condominium,4,1,1,1,1,1600.0,545000.0,1600.0,545000.0,,,1258.0,1300.0,,,0.7266781724043964
Diamond Regency,1,1,1,1,1,1200.0,320000.0,1200.0,320000.0,,,660.0,660.0,,,0.9282178217821783
